"Load #","Last Free Day","Total Weight","Container #","Chassis #","APT","Approved Date","Available Date","BOL/BKG","BOOKING #","Billing Date","Billing Note","Branch","Broker Hold","CSR","Caller Booking No","Carrier Hold","S101 - DRAYAGE (ALL-IN)","S100 - DRAYAGE","S108 - CHASSIS","S211 - TRANSLOAD","S132 - OVERWEIGHT","S128 - HAZMAT","S114 - CREDIT","S131 - OFF-HIRE REPOSITIONING","S122 - DROP CHARGE","S152 - PREPULL","S163 - YARD DAYS","S104 - FUEL","S159 - TRI-AXLE","S107 - BONDED MOVE","S162 - YARD PULL","S120 - DRY RUN","S141 - PERMIT","Charge Set Status","Chassis Size","Chassis Type","Cheque Number","Commodity","Container Size","Container Type","Created By","Created By Date","Current Location","Custom","Customer","Cut","Deliver Load Arrived","Deliver Load Enroute","Delivery Location","Discharged Date","Dispatched By","Driver","Driver Note","Drop Container Arrived","Drop Container Enroute","ETA","Empty Date","Freight","Gray Chassis #","Gray Container #","Graypool Chassis #","Graypool Container #","Hazmat","Hook Chassis","Hook Chassis Arrived","Hook Chassis Enroute","Hook Container Arrived","Hook Container Enroute","House BOL","Ingate Date","Is Ready To Return","Load Completed At","Move","Load Notes","Move Assigned Date","Next Address","Other References","Outgate Date","Over Weight","PICKUP","PCS","PICKUP #","PO #","Paid Amount","Pallets","Payment Date","Per Diem Free Day","Pick Up Location","Pick up #","Pricing Total","Pull Container Arrived","Pull Container Enroute","Purchase Order #","Reference #","Remaining Amount","Reservation #","Return","Return #","Return Container Arrived","Return Container Enroute","Return Location","SSL","Seal #","Shipment","Status","Stop Off Arrived","Stop Off Enroute","Temperature","Terminal Address","Terminate Chassis","Terminate Chassis Arrived","Terminate Chassis Enroute","Total Amount","Total Distance","Vessel Name","Voyage","Warehouse Address","Yard Note"
"THWK_E135457","02/20/26","56945.33","","","02/19/26 12:00 AM","","02/17/26 03:06 PM","","2318447470","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTICS","40'","HC","Valerie","02/17/26 03:06 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79279","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135456","02/20/26","56945.33","","","02/19/26 12:00 AM","","02/17/26 03:06 PM","","2318447470","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTICS","40'","HC","Valerie","02/17/26 03:06 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79279","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135455","02/20/26","56945.33","","","02/19/26 12:00 AM","","02/17/26 03:06 PM","","2318447470","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTICS","40'","HC","Valerie","02/17/26 03:06 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79279","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135454","02/20/26","56945.33","","","02/19/26 12:00 AM","","02/17/26 03:06 PM","","2318447470","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTICS","40'","HC","Valerie","02/17/26 03:06 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79279","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135453","02/20/26","56945.33","","","02/19/26 12:00 AM","","02/17/26 03:06 PM","","2318447470","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTICS","40'","HC","Valerie","02/17/26 03:06 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79279","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135451","02/20/26","56945.33","","","02/19/26 12:00 AM","","02/17/26 03:06 PM","","2318447470","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTICS","40'","HC","Valerie","02/17/26 03:04 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79279","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_M135450","","33205.99","TCLU4260880","","","","","","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","FLUOROPOLYMER (NON FLAMMABLE)","","","Valerie","02/17/26 02:52 PM","","","Kintetsu World Express","","","","HERMANN FOWARDING C/O AGC CHEMICALS","","","","","","","03/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","638","","","0","","","","UP HOUSTON","","0","","","J139300","1502","0","","","","","","","","","","PENDING","","","","6800 Kirkpatrick Blvd, Houston, TX 77028, US","","","","0","12.98","","","3520 East Sam Houston Parkway North, Channelview, TX 77530, US",""
"THWK_M135449","","14590.18","GCXU2241123","","","","","","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","FLUOROPOLYMER (NON FLAMMABLE)","20'","ST","Valerie","02/17/26 02:50 PM","","","Kintetsu World Express","","","","HERMANN FOWARDING C/O AGC CHEMICALS","","","","","","","03/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","280","","","0","","","","UP HOUSTON","","0","","","J139300","1501","0","","","","","","","ONE","","","PENDING","","","","6800 Kirkpatrick Blvd, Houston, TX 77028, US","","","","0","12.98","","","3520 East Sam Houston Parkway North, Channelview, TX 77530, US",""
"THWK_M135446","","41244.03","MSNU6822268","","","","","FO122404","","","","","No","","","No","","1300","40","","","","","","","","","","","","","","","DRAFT","","","","Olives ","40'","HC","Joel","02/17/26 01:33 PM","","HOLD","CH ROBINSON","","","","Hub Group c/o GLM","","","","","","","02/19/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","1340","","","","544463526","0","","","","","","","MSC","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","1340","282.88","MDUB","MG606E","2010 January Lane, Grand Prairie, TX 75050, US",""
"THWK_M135445","","41244.03","TCNU1411167","","","","","FO122404","","","","","No","","","No","","1300","40","","","","","","","","","","","","","","","DRAFT","","","","Olives ","40'","HC","Joel","02/17/26 01:31 PM","","HOLD","CH ROBINSON","","","","Hub Group c/o GLM","","","","","","","02/19/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","1340","","","","544463021","0","","","","","","","MSC","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","1340","282.88","MDUB","MG606E","2010 January Lane, Grand Prairie, TX 75050, US",""
"THWK_E135441","02/16/26","41272","CAJU5073793","NAPZ225773","02/18/26 08:00 AM","","02/17/26 01:09 PM","","RICG75393400","","","","No","","","No","","950","80","","","","","","","","","","","","","","","DRAFT","","","","Graphite ","40'","HC","Joel","02/17/26 01:04 PM","FENCE-LINE **NO CHECK IN NEEDED**","","FREIGHT TEC","02/20/26 04:00 PM","","","GRI-EMPRESSA-CARTHAGE","","Edgar Lazo","Jhamarkus Harris (Combo Plates), Terrell Owens (Combo Plates)","empty out PIN Number: 18310864","02/17/26 03:12 PM","02/17/26 02:51 PM","","","","","","","","false","","","","","","","","No","","EXPORT","","02/18/26 04:00 AM","GRI-EMPRESSA-CARTHAGE","","02/17/26 02:48 PM","No","02/17/26 12:00 AM","","OC-145622-14","","0","","","02/23/26","BARBOURS CUT TERMINALS","","1030","02/17/26 02:51 PM","02/17/26 01:26 PM","","953769","0","","","","","","BARBOURS CUT TERMINALS","ONE","","","DROPPED","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","1030","447.25","LCA","32S","1000 East Sabine Street, Carthage, TX 75633, US",""
"THWK_E135440","02/20/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 01:04 PM","","2038423450","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","HC","Valerie","02/17/26 01:00 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","Edgar Lazo","Cameron (JoJo) Davis","","","","","","","","","","","false","","","","","","","","No","","EXPORT","must be hq","02/18/26 06:00 AM","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79280","0","","","","","","BAYPORT TERMINAL","OOCL","","","DISPATCHED","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135439","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 01:04 PM","","2038423450","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","HC","Valerie","02/17/26 01:00 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","Edgar Lazo","Harry Johnson","","","","","","","","","","","false","","","","","","","","No","","EXPORT","must be hq","02/17/26 02:44 PM","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79280","0","","","","","","BAYPORT TERMINAL","OOCL","","","DISPATCHED","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135438","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 01:04 PM","","2038423450","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","HC","Valerie","02/17/26 01:00 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","Edgar Lazo","Daniel Lopez","","","","","","","","","","","false","","","","","","","","No","","EXPORT","must be hq","02/18/26 06:30 AM","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79280","0","","","","","","BAYPORT TERMINAL","OOCL","","","DISPATCHED","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135437","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 01:04 PM","","2038423450","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","HC","Valerie","02/17/26 01:00 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","Edgar Lazo","Grady Washington","","","","","","","","","","","false","","","","","","","","No","","EXPORT","must be hq","02/18/26 06:00 AM","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79280","0","","","","","","BAYPORT TERMINAL","OOCL","","","DISPATCHED","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135436","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 01:04 PM","","2038423450","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","HC","Valerie","02/17/26 01:00 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","Edgar Lazo","Carlton 'Boon' Coleman Jr","","","","","","","","","","","false","","","","","","","","No","","EXPORT","must be hq","02/18/26 06:30 AM","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79280","0","","","","","","BAYPORT TERMINAL","OOCL","","","DISPATCHED","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135435","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 01:02 PM","","2038423450","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","HC","Valerie","02/17/26 12:59 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","Edgar Lazo","Lilyana Quintanilla","","","","","","","","","","","false","","","","","","","","No","","EXPORT","must be hq","02/18/26 06:30 AM","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79280","0","","","","","","BAYPORT TERMINAL","OOCL","","","DISPATCHED","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135434","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 12:59 PM","","2318447280","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","ST","Valerie","02/17/26 12:57 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","ok to flex if needed","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79278","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135433","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 12:59 PM","","2318447280","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","ST","Valerie","02/17/26 12:57 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","ok to flex if needed","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79278","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135432","02/20/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 12:59 PM","","2318447280","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","ST","Valerie","02/17/26 12:57 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","ok to flex if needed","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79278","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135431","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 12:59 PM","","2318447280","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","ST","Valerie","02/17/26 12:57 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","ok to flex if needed","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79278","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135430","02/19/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 12:59 PM","","2318447280","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","ST","Valerie","02/17/26 12:57 PM","","","PBP","02/24/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","ok to flex if needed","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79278","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_E135429","02/20/26","56945.33","","","02/18/26 12:00 AM","","02/17/26 12:59 PM","","2318447280","","","","No","","","No","375","","","","","","","","","","","","","","","","","DRAFT","","","","plastics","40'","ST","Valerie","02/17/26 12:55 PM","","","PBP","02/25/26 05:00 PM","","","PBP INC","","","","","","","","","","","","","","false","","","","","","","","No","","EXPORT","ok to flex if needed","","","","","Yes","","","","","0","","","","ITS ConGlobal La Porte","","375","","","","79278","0","","","","","","BAYPORT TERMINAL","OOCL","","","AVAILABLE","","","","1802 N Hwy 146, La Porte, TX 77571, US","","","","375","28.14","APM","0VBLSE1MA","5055 Grand Parkway, Baytown, TX 77523, US",""
"THWK_M135428","","22715","FFAU6469744","","","","","XMNFH3254300","","","","","No","","","No","","1200","35","","","","","","","","","","","","","","","DRAFT","","","","Work out equipment ","40'","HC","Joel","02/17/26 12:33 PM","","HOLD","FORREST LOGISTICS","","","","Core Health","","","","","","","03/05/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","1235","","","","LD472865","0","","","","","","","ONE","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","1235","258.07","OMT","084W","951 East Pleasant Run Road, Lancaster, TX 75146, US",""
"THWK_M135427","","22715","TRHU7792228","","","","","XMNFH3254300","","","","","No","","","No","","1200","35","","","","","","","","","","","","","","","DRAFT","","","","Work out equipment ","40'","HC","Joel","02/17/26 12:33 PM","","HOLD","FORREST LOGISTICS","","","","Core Health","","","","","","","03/05/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","1235","","","","LD472866","0","","","","","","","ONE","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","1235","258.07","OMT","084W","951 East Pleasant Run Road, Lancaster, TX 75146, US",""
"THWK_M135426","","22715","NYKU5180882","","","","","XMNFH3254300","","","","","No","","","No","","1200","35","","","","","","","","","","","","","","","DRAFT","","","","Work out equipment ","40'","HC","Joel","02/17/26 12:33 PM","","HOLD","FORREST LOGISTICS","","","","Core Health","","","","","","","03/05/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","1235","","","","LD472883","0","","","","","","","ONE","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","1235","258.07","OMT","084W","951 East Pleasant Run Road, Lancaster, TX 75146, US",""
"THWK_M135425","","22715","ONEU0270872","","","","","","","","","","No","","","No","","1200","35","","","","","","","","","","","","","","","DRAFT","","","","Work out equipment ","40'","HC","Joel","02/17/26 12:33 PM","","HOLD","FORREST LOGISTICS","","","","Core Health","","","","","","","03/05/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","1235","","","","LD472886","0","","","","","","","ONE","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","1235","258.07","","","951 East Pleasant Run Road, Lancaster, TX 75146, US",""
"THWK_M135424","","22715","KKFU7956866","","","","","XMNFH3254300","","","","","No","","","No","","1200","35","","","","","","","","","","","","","","","DRAFT","","","","Work out equipment ","40'","HC","Joel","02/17/26 12:32 PM","","HOLD","FORREST LOGISTICS","","","","Core Health","","","","","","","03/05/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","1235","","","","LD474832","0","","","","","","","ONE","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","1235","258.07","OMT","084W","951 East Pleasant Run Road, Lancaster, TX 75146, US",""
"THWK_E135419","02/18/26","29800","CXDU2150628","THAC408","02/17/26 12:00 AM","","02/17/26 11:39 AM","","EBKG15412055","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","40'","STANDARD","","","40'","HC","Valerie","02/17/26 11:38 AM","CRANE WORLDWIDE LOGISTICS","","Crane Cartage LLC","02/20/26 04:00 PM","02/17/26 01:42 PM","02/17/26 12:36 PM","CRANE WORLDWIDE LOGISTICS","","Edgar Lazo","Jhamarkus Harris (Combo Plates)","empty 40' HC  PIN Number: 18306785","02/17/26 01:48 PM","02/17/26 01:42 PM","","","","","","","","false","","","","","","","","No","","EXPORT","","","BARBOURS CUT TERMINALS","","02/17/26 12:43 PM","No","","","","","0","","","02/20/26","BAYPORT TERMINAL","","0","02/17/26 12:19 PM","02/17/26 11:41 AM","","4203849","0","","","","","","BARBOURS CUT TERMINALS","MSC","","","DROPPED","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","84.81","PAL","2608S","1500 Rankin Rd, Houston, TX 77073, USA",""
"THWK_E135418","02/18/26","29800","MSBU7224896","NAPZ233221","02/17/26 12:00 AM","","","","EBKG15412055","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","20-40'","TRI-AXLE","","","40'","HC","Valerie","02/17/26 11:38 AM","CRANE WORLDWIDE LOGISTICS","","Crane Cartage LLC","02/20/26 04:00 PM","02/17/26 02:11 PM","02/17/26 01:01 PM","CRANE WORLDWIDE LOGISTICS","","Edgar Lazo","Kejohn Francis","empty 40'HC  PIN Number: 18306815","02/17/26 02:24 PM","02/17/26 02:11 PM","","","","","","","","false","","","","","","","","No","","EXPORT","","","BARBOURS CUT TERMINALS","","02/17/26 01:08 PM","No","","","","","0","","","02/20/26","BAYPORT TERMINAL","","0","02/17/26 12:51 PM","02/17/26 11:50 AM","","4203879","0","","","","","","BARBOURS CUT TERMINALS","MSC","","","DROPPED","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","84.81","PAL","2608S","1500 Rankin Rd, Houston, TX 77073, USA",""
"THWK_E135417","02/18/26","29800","MSBU5388210","napz225744","02/17/26 12:00 AM","","","","EBKG15412055","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","","40'","HC","Valerie","02/17/26 11:38 AM","CRANE WORLDWIDE LOGISTICS","","Crane Cartage LLC","02/20/26 04:00 PM","02/17/26 03:05 PM","02/17/26 03:05 PM","CRANE WORLDWIDE LOGISTICS","","Edgar Lazo","Grady Washington","empty 40HC  PIN Number: 18306884","02/17/26 03:35 PM","02/17/26 03:35 PM","","","","","","","","false","","","","","","","","No","","EXPORT","","","BARBOURS CUT TERMINALS","","02/17/26 12:40 PM","No","","","","","0","","","02/20/26","BAYPORT TERMINAL","","0","02/17/26 12:07 PM","02/17/26 12:06 PM","","4203877","0","","","","","","BARBOURS CUT TERMINALS","MSC","","","DROPPED","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","84.81","PAL","2608S","1500 Rankin Rd, Houston, TX 77073, USA",""
"THWK_E135416","02/18/26","0","MEDU4902069","NAPZ234987","02/17/26 12:00 AM","","02/17/26 11:48 AM","","EBKG15412055","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","","40'","HC","Valerie","02/17/26 11:36 AM","CRANE WORLDWIDE LOGISTICS","","Crane Cartage LLC","02/20/26 04:00 PM","02/17/26 01:52 PM","02/17/26 01:51 PM","CRANE WORLDWIDE LOGISTICS","","Edgar Lazo","Cameron (JoJo) Davis","empty 40HC PIN Number: 18307136","02/17/26 01:58 PM","02/17/26 01:54 PM","","","","","","","","false","","","","","","","","No","","EXPORT","","","BARBOURS CUT TERMINALS","","02/17/26 12:51 PM","No","","","","","0","","","02/20/26","BAYPORT TERMINAL","","0","02/17/26 12:31 PM","02/17/26 12:01 PM","","4203874","0","","","","","","BARBOURS CUT TERMINALS","MSC","","","DROPPED","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","84.81","PAL","2608S","1500 Rankin Rd, Houston, TX 77073, USA",""
"THWK_E135415","02/18/26","0","MSBU3114951","THAC3208","02/17/26 12:00 AM","","02/17/26 11:41 AM","","EBKG15412055","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","20'","TRI-AXLE","","","20'","ST","Valerie","02/17/26 11:32 AM","CRANE WORLDWIDE LOGISTICS","","Crane Cartage LLC","02/20/26 04:00 PM","02/17/26 02:51 PM","02/17/26 02:44 PM","CRANE WORLDWIDE LOGISTICS","","Edgar Lazo","Anderson Rodrigues","empty 20' PIN Number: 18306725","02/17/26 04:25 PM","02/17/26 04:25 PM","","","","","","","","false","","","","","","","","No","","EXPORT","","","BARBOURS CUT TERMINALS","","","No","","","","","0","","","02/20/26","BAYPORT TERMINAL","","0","02/17/26 01:20 PM","02/17/26 01:04 PM","","4203882","0","","","","","","BARBOURS CUT TERMINALS","MSC","","","DROPPED","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","84.81","PAL","2608S","1500 Rankin Rd, Houston, TX 77073, USA",""
"THWK_M135410","","19058","CAAU8638372","","02/25/26 12:00 PM","","","263245177","","","","","No","","","No","","475","35","","","","","","","","","","","","","","","DRAFT","","","","LG WASHING MACHINE & CLOTHES WASHER-DRU","","","Joel","02/17/26 10:52 AM","","RELEASED","EVEREST TRANSPORTATION SYSTEMS","","","","Lowe's New Caney","","","","DRIVER MUST HAVE PRINTED BOL IN HAND FOR DELIVERY ","","","02/20/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","DRIVER MUST HAVE PRINTED BOL IN HAND FOR DELIVERY ","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","510","","","","E732097","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","510","57.22","RAS","608W","18777 East Industrial Parkway, New Caney, TX 77357, US",""
"THWK_M135409","02/24/26","19058","SEKU6922321","","02/25/26 01:30 PM","","02/17/26 11:26 AM","","","","","","No","","","No","","475","35","","","","","","","","","","","","","","","DRAFT","","","","LG WASHING MACHINE & CLOTHES WASHER-DRU","","","Joel","02/17/26 10:52 AM","","RELEASED","EVEREST TRANSPORTATION SYSTEMS","","","","Lowe's New Caney","","","","DRIVER MUST HAVE PRINTED BOL IN HAND FOR DELIVERY ","","","","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","DRIVER MUST HAVE PRINTED BOL IN HAND FOR DELIVERY ","","","","","No","02/24/26 12:00 AM","","","","0","","","","BAYPORT TERMINAL","","510","","","","E731996","0","","","","","","","","","","AVAILABLE","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","510","57.22","","","18777 East Industrial Parkway, New Caney, TX 77357, US",""
