"Load #","Last Free Day","Total Weight","Container #","Chassis #","APT","Approved Date","Available Date","BOL/BKG","BOOKING #","Billing Date","Billing Note","Branch","Broker Hold","CSR","Caller Booking No","Carrier Hold","S101 - DRAYAGE (ALL-IN)","S100 - DRAYAGE","S108 - CHASSIS","S211 - TRANSLOAD","S132 - OVERWEIGHT","S128 - HAZMAT","S114 - CREDIT","S131 - OFF-HIRE REPOSITIONING","S122 - DROP CHARGE","S152 - PREPULL","S163 - YARD DAYS","S104 - FUEL","S159 - TRI-AXLE","S107 - BONDED MOVE","S162 - YARD PULL","S120 - DRY RUN","S141 - PERMIT","Charge Set Status","Chassis Size","Chassis Type","Cheque Number","Commodity","Container Size","Container Type","Created By","Created By Date","Current Location","Custom","Customer","Cut","Deliver Load Arrived","Deliver Load Enroute","Delivery Location","Discharged Date","Dispatched By","Driver","Driver Note","Drop Container Arrived","Drop Container Enroute","ETA","Empty Date","Freight","Gray Chassis #","Gray Container #","Graypool Chassis #","Graypool Container #","Hazmat","Hook Chassis","Hook Chassis Arrived","Hook Chassis Enroute","Hook Container Arrived","Hook Container Enroute","House BOL","Ingate Date","Is Ready To Return","Load Completed At","Move","Load Notes","Move Assigned Date","Next Address","Other References","Outgate Date","Over Weight","PICKUP","PCS","PICKUP #","PO #","Paid Amount","Pallets","Payment Date","Per Diem Free Day","Pick Up Location","Pick up #","Pricing Total","Pull Container Arrived","Pull Container Enroute","Purchase Order #","Reference #","Remaining Amount","Reservation #","Return","Return #","Return Container Arrived","Return Container Enroute","Return Location","SSL","Seal #","Shipment","Status","Stop Off Arrived","Stop Off Enroute","Temperature","Terminal Address","Terminate Chassis","Terminate Chassis Arrived","Terminate Chassis Enroute","Total Amount","Total Distance","Vessel Name","Voyage","Warehouse Address","Yard Note"
"THWK_M135201","","45986","MCDU9033112","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135200","","45986","MCDU9034021","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135199","","45986","MCDU9034042","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135198","","45986","MCDU9034090","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135197","","45986","MCDU9034103","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135196","","45986","MCDU9034211","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135195","","45986","MCDU9034227","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135194","","45986","MCDU9034253","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:25 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135193","","45986","MCDU9034269","","","","","","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","","Joel","02/13/26 11:23 AM","","","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","04/01/26 12:00 AM","","","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163364","0","","","","","","","HAPAG","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","","","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135192","","45856","SAPU3007134","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135191","","45856","SAPU3007155","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135190","","45856","SAPU3007535","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135189","","45856","SAPU3007140","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135188","","45856","SAPU3007113","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135187","","45856","SAPU3007108","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135186","","45856","SAPU3007556","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135185","","45856","SAPU3007129","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135184","","45856","SAPU3007577","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:18 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135182","","45856","SAPU3007160","","","","","277666266","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:13 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/25/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163365","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","GIE","613W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135181","","45986","MCDU9034016","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135180","","45986","MCDU9034037","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135179","","45986","MCDU9034058","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135178","","45986","MCDU9034063","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135177","","45986","MCDU9034079","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135176","","45986","MCDU9034084","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135175","","45986","MCDU9034187","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135174","","45986","MCDU9034192","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135173","","45986","MCDU9034206","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:06 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135172","","45986","MCDU9034248","","","","","277665769","","","","","No","","","No","","325","","","","","","","","","","84.5","120","","","","","DRAFT","","","","glyphosate 62% mc concentrate","20'","HC","Joel","02/13/26 11:03 AM","","HOLD","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","03/18/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","529.5","","","","0163366","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","529.5","57.89","MAY","612W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135171","","37202","FCIU5191255","","","","","2316886560","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Steel Wire Buckles ","20'","ST","Joel","02/13/26 10:49 AM","","HOLD","OEC FREIGHT (NY), INC.","","","","WARNER BAILEY INC.","","","","","","","02/21/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","","0","","","","","","","OOCL","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","164.4","APC","0VBLQE1MA","4736 U.S. 69, Alto, TX 75925, US",""
"THWK_M135167","","0","MRKU6124445","","","","","263441053","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","","40'","HC","Joel","02/13/26 09:28 AM","","RELEASED","Anderson Trucking Services  (ATS)","","","","Adams Warehouse","","","","","","","02/21/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","10237607","0","","","","","","","MAERSK","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","32.4","MKS","607E","3851 Yale Street, Houston, TX 77018, US",""
"THWK_M135162","","45834.05","FCIU6239266","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135161","","45834.05","BSIU3467634","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135160","","45834.05","CMAU2774612","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135159","","45834.05","TCKU3291301","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135158","","45834.05","TRHU2277863","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135157","","45834.05","TRHU3137090","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135156","","45834.05","CMAU3148887","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","","","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135155","","45834.05","FCIU3201708","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135154","","45834.05","TRLU9669313","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:23 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 03:00 PM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M135153","","45834.05","APZU3706725","","","","","CHN2976992","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","GLYPHOSATE IPA","20'","ST","Joel","02/13/26 08:20 AM","","RELEASED","Southern Star Unlimited LLC","","","","Southern Star","","","","","","","02/19/26 07:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","TB00183635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","57.89","ACL","0PGMSW1MA","7150 Business Park Dr #140, Houston, TX 77041, US",""
